# Tu dien tieng Viet co TAN SUAT, dung cho phan doan cuc dai trong so.
# Sinh tu coccoc-tokenizer (LGPL-3.0):
#   dicts/tokenizer/vndic_multiterm  — tu dien chung
#   dicts/tokenizer/keyword.freq     — truy van tim kiem that
# Dinh dang: <tu><TAB><tan suat>. Tu ghep noi cac am tiet bang dau cach.
1	2147483647
anh	2147483647
bài	2147483647
bán	2147483647
báo	2147483647
bình	2147483647
bạn	2147483647
bản	2147483647
bị	2147483647
bộ	2147483647
cho	2147483647
chính	2147483647
chỉ	2147483647
chủ	2147483647
các	2147483647
có	2147483647
công	2147483647
của	2147483647
dịch	2147483647
dụng	2147483647
gia	2147483647
giá	2147483647
giới	2147483647
hà	2147483647
hà nội	2147483647
hàng	2147483647
hành	2147483647
hình	2147483647
hệ	2147483647
học	2147483647
khi	2147483647
khác	2147483647
khách	2147483647
không	2147483647
kinh	2147483647
kết	2147483647
liên	2147483647
là	2147483647
làm	2147483647
mua	2147483647
máy	2147483647
một	2147483647
mới	2147483647
nam	2147483647
ngày	2147483647
người	2147483647
nhà	2147483647
nhân	2147483647
nhạc	2147483647
nhất	2147483647
nhập	2147483647
những	2147483647
này	2147483647
năm	2147483647
nước	2147483647
nội	2147483647
phòng	2147483647
phẩm	2147483647
quốc	2147483647
sim	2147483647
sinh	2147483647
sản	2147483647
số	2147483647
sự	2147483647
theo	2147483647
thiết	2147483647
thành	2147483647
tháng	2147483647
thông	2147483647
thể	2147483647
thời	2147483647
tin	2147483647
trang	2147483647
trong	2147483647
trên	2147483647
trường	2147483647
tài	2147483647
tìm	2147483647
tôi	2147483647
tư	2147483647
tại	2147483647
từ	2147483647
viên	2147483647
việt	2147483647
và	2147483647
vào	2147483647
văn	2147483647
về	2147483647
với	2147483647
vụ	2147483647
xe	2147483647
xem	2147483647
điện	2147483647
đã	2147483647
đăng	2147483647
được	2147483647
đầu	2147483647
đẹp	2147483647
đến	2147483647
để	2147483647
định	2147483647
đồng	2147483647
động	2147483647
ảnh	2147483647
ở	2147483647
hội	2147313743
tính	2130498467
lại	2128449388
việt nam	2120595816
thêm	2094892417
thị	2094360748
ký	2093895062
việc	2088518682
lý	2085628765
thông tin	2040712968
đề	2035455794
cao	2034936011
trung	2031349984
cấp	2026215370
giải	2023974505
thế	2021842947
nghiệp	2001258521
thanh	1989907942
cần	1986904634
như	1971243312
phim	1963990275
liên hệ	1958359695
sản phẩm	1937285630
đang	1932134560
phát	1924821694
đồ	1905931040
diễn	1905735308
bảo	1894062480
nhiều	1890212645
vnđ	1871699372
địa	1867560809
cả	1852818244
ra	1847120276
hiện	1844086276
lịch	1843384343
hồ	1826882205
điều	1812195609
quảng	1807611819
sẽ	1801669615
phần	1791564451
loại	1791520016
yêu	1786041512
nhận	1784459502
gửi	1778657145
đặt	1763640180
đại	1763354368
hợp	1757019573
lời	1746001806
viết	1718787568
điểm	1712303274
thoại	1704374777
pháp	1683089167
đất	1679115522
tâm	1677894505
quan	1674921374
ty	1674823480
mỹ	1674171869
tình	1664024332
trình	1663400572
em	1644375220
dịch vụ	1639381195
đi	1623286919
cầu	1616835559
đàn	1616543999
công ty	1616519138
tế	1609993485
đăng ký	1602919861
sử	1602780370
trợ	1588423972
kiện	1584285806
doanh	1573189318
sách	1570633427
quận	1569902568
phải	1563843735
điện thoại	1561634395
con	1560419843
an	1555669662
thực	1552337314
dẫn	1539687147
trước	1535534111
cáo	1531877325
cơ	1531834051
lên	1530830528
triệu	1530702501
hoa	1527989729
sau	1511573725
danh	1510215018
đường	1507333781
tập	1500015040
hướng	1496684220
kế	1496462073
cách	1495887331
tức	1495015458
du	1492036230
minh	1489846562
cũng	1487367202
ý	1470607317
thành viên	1469454805
mặt	1462968069
hồ chí minh	1454226984
nghệ	1453187409
tiền	1450869061
trả	1440729938
tác	1433869626
lượt	1427512565
chúng	1427292621
toàn	1426432717
tự	1411477262
thuê	1405065128
nhật	1401825519
đó	1395311792
đây	1394242862
xuất	1393335728
mà	1389841511
chung	1386961823
bằng	1385608309
qua	1379310037
chi	1379300800
quý	1375287608
thuật	1371582648
trí	1367793500
tiếp	1359476963
tải	1357856823
trang chủ	1357374835
tổng	1356140683
giao	1356072689
thì	1353725190
còn	1352668778
phụ	1332904945
mình	1328748538
diễn đàn	1322523129
năng	1317737898
tin tức	1317320666
liệu	1316175123
chọn	1313093486
dự	1295165339
chuyên	1294645114
hát	1292209663
độ	1292058140
in	1287203256
thương	1276732052
gian	1273362215
lưu	1272126350
khu	1269491950
tạo	1269236031
tiếng	1267457424
đăng nhập	1266262915
nghe	1261419015
lượng	1253501237
cùng	1250625919
vấn	1248997281
hơn	1246618231
kiếm	1244454251
thứ	1242740212
quả	1220959999
tử	1219065396
dân	1216540906
tất	1216446458
thiết bị	1213271903
tên	1211844447
sử dụng	1199451318
nguyễn	1196004556
quy	1185137538
bởi	1183858325
giáo	1182351585
thích	1178899918
cảm	1167297266
hai	1167068139
vì	1152770611
bài viết	1152457328
chức	1150510530
sao	1150449709
tiết	1138922761
thủ	1138271921
ông	1129958349
com	1128294710
lần	1124156570
chí	1123629667
thống	1123241925
hóa	1120802610
án	1119236081
cổ	1118276157
nữ	1117160799
mục	1114760852
quyền	1112324374
thư	1112297849
hay	1110110746
tay	1103900986
nào	1103119830
hỗ	1099215607
tất cả	1085320440
cập	1083290498
thi	1082533664
trả lời	1078522581
hoạt	1077383055
hỗ trợ	1070668757
biết	1066802636
bài hát	1064783175
thức	1063505970
bất	1060411358
hỏi	1056436705
chưa	1056099831
quảng cáo	1049974753
cư	1048961176
mật	1048438979
chuyển	1047653506
giờ	1046870035
quản	1045069407
ăn	1045029617
khẩu	1044967009
vui	1043446564
sống	1043439951
tuyển	1043001656
nhưng	1041494624
cho thuê	1039619975
dùng	1039185513
nói	1036018576
đình	1035553895
hiệu	1033287967
hoặc	1029777195
phí	1028621575
chơi	1028100897
luận	1026366523
trị	1024541805
sở	1020229047
đối	1019470630
trẻ	1013208975
tham	1008573645
máy tính	1004890991
thiệu	1004856912
địa chỉ	1004437951
tích	1003271984
xây	1003042200
mã	997186655
trực	996926984
giới thiệu	994749433
giảm	994475204
khoản	991462729
ban	986536814
dung	986290117
do	986032415
thời trang	985311501
xã	984848752
phố	984013972
áo	983267527
du lịch	977482147
đông	976682096
mạng	974468876
hướng dẫn	972769448
sức	971995671
tiêu	970760755
rao	962091021
phong	960026653
bàn	958064641
nên	954761889
căn	954071657
vị	951681659
giấy	949597260
ta	947074774
đánh	946895141
kiến	943936166
đổi	942052844
tốt	932089463
nếu	930064046
hải	928342961
toán	927519411
nguyên	926532326
bóng	925304861
nhanh	924610805
truyền	921437524
thái	920054898
rất	918998665
âm	911921453
nay	908406285
thấy	908180568
hộ	906115641
biệt	901523615
thu	899847841
tỷ	899183712
chất	896362191
ninh	893997079
kỹ	891835549
lòng	891213248
vặt	891141213
tìm kiếm	889511467
dựng	884346659
gì	876776707
thiết kế	875507765
dương	872438580
phương	871879216
đọc	868377098
ba	867079887
tới	863580308
mềm	862513192
sáng	862476254
thế giới	861407688
chúng tôi	859670297
diện	854000294
cửa	852633808
phú	852245774
a	850243569
đơn	849326883
long	841963718
cuộc	841078237
cuối	839620886
đá	839272268
lúc	836395920
chia	835413307
rao vặt	834861922
xây dựng	833470367
ứng	831099833
sơ	829203762
bao	828595214
giúp	828164215
hòa	827537337
tỉnh	827521643
linh	827186921
triển	825737267
phân	823358352
luật	822022330
bắc	816230474
văn phòng	814949895
sửa	813440225
bà	804384283
vật	801320065
kỳ	801133624
giang	796502543
chủ đề	796359520
tăng	794605861
công nghệ	794200551
hoàng	794186252
thời gian	790269494
cái	789027931
tư vấn	788396402
nhớ	786080149
thường	785874767
cô	785137232
thất	784328203
đức	781919931
tặng	779088604
chuyện	776107324
lớn	775492877
rẻ	771511566
chi tiết	769889717
y	767085832
tổ	765770113
tây	764984849
cá	764712034
ô	764295662
trở	762097463
phần mềm	759186763
thuận	754319099
mở	753824204
vệ	751402830
viện	751286974
sơn	750953902
châu	750354532
tiến	750088229
chung cư	743244902
dự án	741994932
ngoài	741194989
chứng	736020783
bé	730373755
câu	728990497
xin	726115549
doanh nghiệp	723604009
xuân	722861395
bảng	720189548
mại	719165687
màu	718746871
chế	717653967
muốn	716608135
kết quả	716459752
điện tử	712897956
hãy	712889165
đầu tư	710815233
trọng	708980555
thủy	707113564
ngoại	707060890
nhắn	704996502
đặc	702030589
thao	700890794
tuyến	700447618
vi	700066314
lập	699802222
họ	699358856
thị trường	698892528
tuổi	698098421
ca	695802760
tân	694625447
chương	691896057
tài khoản	691834776
vàng	690552991
hoạt động	686067855
sĩ	677531153
ghi	677381223
da	676388060
cung	675883458
huyện	674751818
tô	667573893
đạo	665729672
đời	665267329
cộng	663003967
nội dung	658131792
xã hội	655417357
phụ kiện	655353743
gần	654800059
phạm	652691270
sẻ	651685973
hoàn	651050853
đa	650066598
miễn	649752801
nơi	649401148
chiến	647671165
rồi	646947882
đáp	646820938
bên	646395232
tiên	645372376
kinh doanh	642409885
ngay	642401413
nhiên	640797248
thiên	639939874
mẹ	639861557
vẫn	638299206
quyết	636550600
yên	634778320
giả	634279137
cụ	634008602
chia sẻ	632935151
dục	631810144
cảnh	631015149
sạn	630772919
siêu	628896974
thể thao	628424581
quá	627001628
khách hàng	625310804
khách sạn	625019102
mật khẩu	623743752
khuyến	622364823
bệnh	618632449
vực	616647753
lực	614830667
thân	611136693
thần	610661994
kỹ thuật	609270951
thơ	608061519
di	607481337
căn hộ	607437821
ngân	605487014
phục	605396793
phát triển	605118574
gia đình	604399795
quản lý	604229811
miền	603975075
đà	603584626
tham gia	602849260
kinh tế	601782763
trần	597381574
quang	597277668
bắt	593158816
